sheet,collection,sku_raw,sku_normalized,title,retail_solid,retail_black_gloss_bi,retail_ldsp,finish_prices,catalog_verdict,confidence,catalog_sku,catalog_handle,catalog_title,note
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-69-4,CO-69-4,Полка книжная большая с башенками,0.0,,,"{""country"": 0.0, ""london"": 9500.0, ""paris"": 7500.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-69-5,CO-69-5,Полка книжная,0.0,,,"{""country"": 0.0, ""london"": 0.0, ""paris"": 7500.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-62-1,CO-62-1,Стеллаж широкий,64300.0,,,"{""country"": 64300.0, ""london"": 70700.0, ""paris"": 70700.0}",MATCH_EXACT,high,CO-62-1,co-62-1,Стеллаж широкий,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-62-2,CO-62-2,Стеллаж узкий с дверью,28300.0,,,"{""country"": 28300.0, ""london"": 31200.0, ""paris"": 31200.0}",MATCH_EXACT,high,CO-62-2,co-62-2,Стеллаж узкий с дверью,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-62-3,CO-62-3,Стеллаж узкий с ящиком,32100.0,,,"{""country"": 32100.0, ""london"": 35300.0, ""paris"": 35300.0}",MATCH_EXACT,high,CO-62-3,co-62-3,Стеллаж узкий с ящиком,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-65-1,CO-65-1,Стол письменный 1-тумб. 0П,37500.0,,,"{""country"": 37500.0, ""london"": 41300.0, ""paris"": 41300.0}",MATCH_EXACT,high,CO-65-1,co-65-1,Стол письменный 1-тумб. 0П,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-65-2,CO-65-2,Стол письменный 1-тумб. П0,37500.0,,,"{""country"": 37500.0, ""london"": 41300.0, ""paris"": 41300.0}",MATCH_EXACT,high,CO-65-2,co-65-2,Стол письменный 1-тумб. П0,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,СО-65-3,СО-65-3,Стол письменный 1-тумб. ОЯ,45500.0,,,"{""country"": 45500.0, ""london"": 50100.0, ""paris"": 50100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,СО-65-4,СО-65-4,Стол письменный 1-тумб. ЯО,45500.0,,,"{""country"": 45500.0, ""london"": 50100.0, ""paris"": 50100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-66-1,CO-66-1,Стол письменный 2-тумб. ЯЯ,52600.0,,,"{""country"": 52600.0, ""london"": 57800.0, ""paris"": 57800.0}",MATCH_EXACT,high,CO-66-1,co-66-1,Стол письменный двухтумбовый Кантри (ящики с обеих сторон),"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-66-2,CO-66-2,Стол письменный 2-тумб. ПЯ,46300.0,,,"{""country"": 46300.0, ""london"": 51100.0, ""paris"": 51100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-66-3,CO-66-3,Стол письменный 2-тумб.ЯП,46300.0,,,"{""country"": 46300.0, ""london"": 51100.0, ""paris"": 51100.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-83-1,CO-83-1,Столешница пеленальная,13100.0,,,"{""country"": 13100.0, ""london"": 14500.0, ""paris"": 14500.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-d5,CO-D5,Полка в  столы,3400.0,,,"{""country"": 3400.0, ""london"": 3400.0, ""paris"": 3400.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-23-1,CO-23-1,Стул,24800.0,,,"{""country"": 24800.0, ""london"": 27400.0, ""paris"": 27400.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-08-1,CO-08-1,Тумбочка прикроватная,16900.0,,,"{""country"": 16900.0, ""london"": 18600.0, ""paris"": 18600.0}",MATCH_EXACT,high,CO-08-1,co-08-1,Тумбочка прикроватная,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-02-1,CO-02-1,Шкаф для одежды 2-дв.,84600.0,,,"{""country"": 84600.0, ""london"": 93200.0, ""paris"": 93200.0}",MATCH_EXACT,high,CO-02-1,co-02-1,Шкаф для одежды 2-дв,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-03-1,CO-03-1,Шкаф для одежды 3-дв.,154400.0,,,"{""country"": 154400.0, ""london"": 169900.0, ""paris"": 169900.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-d4,CO-D4,Полка в шкаф,8700.0,,,"{""country"": 8700.0, ""london"": 8700.0, ""paris"": 8700.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-61-1,CO-61-1,Шкаф книжный со стеклом,82000.0,,,"{""country"": 82000.0, ""london"": 90200.0, ""paris"": 90200.0}",MATCH_EXACT,high,CO-61-1,co-61-1,Шкаф книжный со стеклом,"Exact CO SKU. London/Paris columns are finish overlays on this SKU, not extra catalog products. Live PDP has color_* media."
КАНТРИ-ЛОНДОН-ПАРИЖ,Country / London / Paris,CO-30-1,CO-30-1,Часы,5400.0,,,"{""country"": 5400.0, ""london"": 6000.0, ""paris"": 6000.0}",NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,CO-d-4,CO-D-4,полка для шкафа 2х-дверного,8700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,CO-d-5,CO-D-5,полка в 1-тумб.стол ПО (ОП),3400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,LO-d-4,LO-D-4,полка для шкафа 2х-дверного,8700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,LO-d-5,LO-D-5,полка в 1-тумб.стол ПО (ОП),3400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-d1,MN-D1,замок для высокой дверки,3600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-d2,MN-D2,несъемная полка со штангой большая,10900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-d3,MN-D3,несъемная полка со штангой малая,5400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-d4,MN-D4,съемная полка большая,9500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-d5,MN-D5,съемная полка малая,4700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-h1,MN-H1,ручка-рейлинг большая,1200.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-h2,MN-H2,ручка-рейлинг малая,1200.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,MN-h3,MN-H3,ручка-кнопка,400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d1,OL-D1,штанга для шкафа 2-дв. (металл),500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d2,OL-D2,штанга для шкафа 1-дв. (металл),300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d3,OL-D3,штанга для шкафа 3-дв. (металл),300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d4,OL-D4,полка для шкафа 2-дв.,7600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d5,OL-D5,полка для шкафа 1-дв.,5900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-d6,OL-D6,полка для шкафа 3-дв.,4300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-h2,OL-H2,ручка-кольцо (бронза),1800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-h3,OL-H3,ручка-кнопка (бронза),1400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OL-M-1,OL-M-1,Медальон на кровать стандарт - F-398 - клевер.,3500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,OX-d1,OX-D1,Магнитная защелка на дверцу,400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,R-1-1,R-1-1,"Рамка дверная для шкафа Oliver, CO, итд.",8900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,F-1-1,F-1-1,Филенка дверная для шкафа без росписи,9800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,D-1-1,D-1-1,Дверь для шкафа в сборе без росписи,18700.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PA-h1,PA-H1,ручка дверная левая,6600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PA-h2,PA-H2,ручка дверная правая,6600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PA-h3,PA-H3,ручка-скоба,3100.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PA-h4,PA-H4,ручка-кнопка,2600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PR-h1,PR-H1,ручка с кристаллом большая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PR-h2,PR-H2,ручка с кристаллом средняя,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,PR-h3,PR-H3,ручка с кристаллом малая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d12,WW-D12,штанга для шкафа 3-дв. (металл),400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d13,WW-D13,штанга для шкафа 2-дв. (металл),300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d14,WW-D14,штанга для шкафа комб. (металл),300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d1,WW-D1,штанга для шкафа 3-дв.(дерево),1600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d2,WW-D2,штанга для шкафа 2-дв. (дерево),800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d3,WW-D3,штанга для шкафа комбинир.(дерево),800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d4,WW-D4,полка для шкафа 3-дв. (560),6900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d5,WW-D5,полка для шкафа 3-дв. (440),5200.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d6,WW-D6,полка для шкафа 2-дв. (560),3300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d7,WW-D7,полка для шкафа 2-дв.  (440),2500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d8,WW-D8,полка большая для шкафа комб. (560),6100.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d9,WW-D9,полка большая для шкафа комб. (440),4600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d10,WW-D10,полка малая для шкафа комб. (560),3300.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-d11,WW-D11,полка малая для шкафа комб.  (440),2500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h1,WW-H1,ручка-кнопка большая (дерево),500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h2,WW-H2,ручка-кнопка малая (дерево),500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h3,WW-H3,Ручка скоба нпа подложке 96 мм,1000.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h4,WW-H4,Ручка кнопка старая бронза,500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h5,WW-H5,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h6,WW-H6,ручка-кнопка,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h7,WW-H7,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h8,WW-H8,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h9,WW-H9,ручка-кольцо малая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h10,WW-H10,ручка-кольцо большая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h11,WW-H11,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h12,WW-H12,ручка-кнопка,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h13,WW-H13,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h14,WW-H14,ручка-кнопка,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h15,WW-H15,ручка-капля,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h16,WW-H16,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h17,WW-H17,ручка-скоба большая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h18,WW-H18,ручка-скоба малая,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h19,WW-H19,ручка-кнопка,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Детали,Parts,WW-h20,WW-H20,ручка-скоба,,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-51-3,A-51-3,Валик декоративный,5600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-50-1,A-50-1,Подушка декоративная,2100.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-50-2,A-50-2,Подушка декоративная,2600.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-07-1,A-07-1,Сундук пиратский,20800.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-31-1,A-31-1,Шкатулка большая,15900.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-31-3,A-31-3,Шкатулка малая,5500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-31-4,A-31-4,Шкатулка малая фигурная,5500.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
Аксессуары,Accessories,A-31-2,A-31-2,Шкатулка средняя,8400.0,,,,NO_CATALOG,high,,,,Not in current live demo merchandising (117 SKU + split handles)
